key,timestamp,usageBool,userID,username,date
-Khd9L0eod2jTo7-ay_Y,513810770,False,ndamji,IFF6xjiYRRRj8WSWiurE9Zp19Wt1,2017-04-13 17:12:50
-Khd9rRCzUlkjNXNcRWs,513810907,True,ndamji,IFF6xjiYRRRj8WSWiurE9Zp19Wt1,2017-04-13 17:15:07
-KhdEA6QcMW8cBP5BD4N,513812036,False,ndamji,IFF6xjiYRRRj8WSWiurE9Zp19Wt1,2017-04-13 17:33:56
-KhdEr__T5AqJvEQuBkP,513812218,True,ndamji,IFF6xjiYRRRj8WSWiurE9Zp19Wt1,2017-04-13 17:36:58
-KhdMl9HzyG2z8P3T_FE,513814289,False,ndamji,IFF6xjiYRRRj8WSWiurE9Zp19Wt1,2017-04-13 18:11:29
-KhgYn4Jh3uWV-CN5k1m,513867774,False,ndamji,IFF6xjiYRRRj8WSWiurE9Zp19Wt1,2017-04-14 09:02:54
-KhgYouiGXoxsFWTrIc2,513867782,False,ndamji,IFF6xjiYRRRj8WSWiurE9Zp19Wt1,2017-04-14 09:03:02
-Khgm2lXeuslwNbJyRM9,513871513,True,ndamji,IFF6xjiYRRRj8WSWiurE9Zp19Wt1,2017-04-14 10:05:13
-Khgm3q29X7S4rDPJTZO,513871517,True,ndamji,IFF6xjiYRRRj8WSWiurE9Zp19Wt1,2017-04-14 10:05:17
-Khgrr_Ct6A-lx5peFSL,513873036,False,ndamji,IFF6xjiYRRRj8WSWiurE9Zp19Wt1,2017-04-14 10:30:36
-Khgs9Z4rUsUPwFWD34E,513873113,True,ndamji,IFF6xjiYRRRj8WSWiurE9Zp19Wt1,2017-04-14 10:31:53
-KhgxXaiazbyfJ2DzfyG,513874523,False,ndamji,IFF6xjiYRRRj8WSWiurE9Zp19Wt1,2017-04-14 10:55:23
-KhgxYpUdEiT8e-JRMGI,513874528,True,ndamji,IFF6xjiYRRRj8WSWiurE9Zp19Wt1,2017-04-14 10:55:28
-Khh17aYdcMkACyUCtjN,513875727,False,ndamji,IFF6xjiYRRRj8WSWiurE9Zp19Wt1,2017-04-14 11:15:27
-Khh19LySfb-TMinxj24,513875734,True,ndamji,IFF6xjiYRRRj8WSWiurE9Zp19Wt1,2017-04-14 11:15:34
-Khh1bgkRYRymtpU_Y-8,513875854,False,ndamji,IFF6xjiYRRRj8WSWiurE9Zp19Wt1,2017-04-14 11:17:34
-Khh1ztw4XommBmvgc18,513875867,True,ndamji,IFF6xjiYRRRj8WSWiurE9Zp19Wt1,2017-04-14 11:17:47
-Khh2-0XH4cbWaYYaWpV,513875952,False,ndamji,IFF6xjiYRRRj8WSWiurE9Zp19Wt1,2017-04-14 11:19:12
-Khh204P4IaN8Ci88wuo,513875954,True,ndamji,IFF6xjiYRRRj8WSWiurE9Zp19Wt1,2017-04-14 11:19:14
-Khhc2FnD5m8zlRsQ2Zj,513885666,False,ndamji,IFF6xjiYRRRj8WSWiurE9Zp19Wt1,2017-04-14 14:01:06
-Khhc2RkuNQe0lS9G09l,513885666,True,ndamji,IFF6xjiYRRRj8WSWiurE9Zp19Wt1,2017-04-14 14:01:06
-KhhpxP-JGDbRXOGHsei,513889310,False,ndamji,IFF6xjiYRRRj8WSWiurE9Zp19Wt1,2017-04-14 15:01:50
-KhhpxP6C4p4DqSLAT0Y,513889313,False,ndamji,IFF6xjiYRRRj8WSWiurE9Zp19Wt1,2017-04-14 15:01:53
-KhiU7usBqdy840YCwhB,513900107,True,ndamji,IFF6xjiYRRRj8WSWiurE9Zp19Wt1,2017-04-14 18:01:47
-KhigVGl3tcgcDNOFATx,513903611,False,ndamji,IFF6xjiYRRRj8WSWiurE9Zp19Wt1,2017-04-14 19:00:11
-Khm1jOD4eHa8ct2ayfL,513959701,True,ndamji,IFF6xjiYRRRj8WSWiurE9Zp19Wt1,2017-04-15 10:35:01
-Khm25BRCtudHwNuq643,513959866,False,ndamji,IFF6xjiYRRRj8WSWiurE9Zp19Wt1,2017-04-15 10:37:46
-Khm26H1vSQIP1e5PC2-,513959867,True,ndamji,IFF6xjiYRRRj8WSWiurE9Zp19Wt1,2017-04-15 10:37:47
-Khm6AeNnR2G2N2KyGAC,513960935,False,ndamji,IFF6xjiYRRRj8WSWiurE9Zp19Wt1,2017-04-15 10:55:35
-Khnuz3evZu0FFo1F3CY,513991238,True,ndamji,IFF6xjiYRRRj8WSWiurE9Zp19Wt1,2017-04-15 19:20:38
-Khnuz3gU4HGz6trHJUI,513991294,True,ndamji,IFF6xjiYRRRj8WSWiurE9Zp19Wt1,2017-04-15 19:21:34
-KhnzCh1D1GpxFjonU9k,513992402,False,ndamji,IFF6xjiYRRRj8WSWiurE9Zp19Wt1,2017-04-15 19:40:02
-KhrOi3ulXAnEgoGpOjB,514049679,True,ndamji,IFF6xjiYRRRj8WSWiurE9Zp19Wt1,2017-04-16 11:34:39
-KhrgA2ie4LpB8sOThvQ,514054517,True,ndamji,IFF6xjiYRRRj8WSWiurE9Zp19Wt1,2017-04-16 12:55:17
-KhrgB09OgYck-keoTil,514054520,False,ndamji,IFF6xjiYRRRj8WSWiurE9Zp19Wt1,2017-04-16 12:55:20
-KhruX38mJlBXBUf4ZqB,514058281,True,ndamji,IFF6xjiYRRRj8WSWiurE9Zp19Wt1,2017-04-16 13:58:01
-KhsN5luhZ0aBcUcASHt,514066036,False,ndamji,IFF6xjiYRRRj8WSWiurE9Zp19Wt1,2017-04-16 16:07:16
-KhsSyQPPkZh9S8LRH9B,514067574,True,ndamji,IFF6xjiYRRRj8WSWiurE9Zp19Wt1,2017-04-16 16:32:54
-KhsvrX3ezLxlilO56A2,514075410,False,ndamji,IFF6xjiYRRRj8WSWiurE9Zp19Wt1,2017-04-16 18:43:30
-KhsvsmHqgrnALTJOBaZ,514075413,False,ndamji,IFF6xjiYRRRj8WSWiurE9Zp19Wt1,2017-04-16 18:43:33
-KhsvtX2iTgce6TD7wBR,514075417,True,ndamji,IFF6xjiYRRRj8WSWiurE9Zp19Wt1,2017-04-16 18:43:37
-KhswkjmRA6RnFJi8fhT,514075645,False,ndamji,IFF6xjiYRRRj8WSWiurE9Zp19Wt1,2017-04-16 18:47:25
-KhswoQBQHbhwTuBXrOF,514075660,True,ndamji,IFF6xjiYRRRj8WSWiurE9Zp19Wt1,2017-04-16 18:47:40
-Khsx3B9rZ3Sh9-s4kI6,514075725,False,ndamji,IFF6xjiYRRRj8WSWiurE9Zp19Wt1,2017-04-16 18:48:45
-Khsx4ZUECFE1_0FIXk0,514075730,True,ndamji,IFF6xjiYRRRj8WSWiurE9Zp19Wt1,2017-04-16 18:48:50
-KhsxhPLsyAhT870dXV4,514075893,False,ndamji,IFF6xjiYRRRj8WSWiurE9Zp19Wt1,2017-04-16 18:51:33
-KhsxiVH1dmW-KAv4UZD,514075897,True,ndamji,IFF6xjiYRRRj8WSWiurE9Zp19Wt1,2017-04-16 18:51:37
-Kht0agiwRssAhg_c3h6,514076914,False,ndamji,IFF6xjiYRRRj8WSWiurE9Zp19Wt1,2017-04-16 19:08:34
-Kht0u1C4V9aJrCy7csD,514076993,True,ndamji,IFF6xjiYRRRj8WSWiurE9Zp19Wt1,2017-04-16 19:09:53
-Kht25Ka3ne19hJb679Z,514077306,False,ndamji,IFF6xjiYRRRj8WSWiurE9Zp19Wt1,2017-04-16 19:15:06
-KhveOSitCtZ4dSNQaro,514121162,True,ndamji,IFF6xjiYRRRj8WSWiurE9Zp19Wt1,2017-04-17 07:26:02
-KhveoL4cfWvf1Qp0mHc,514121273,True,ndamji,IFF6xjiYRRRj8WSWiurE9Zp19Wt1,2017-04-17 07:27:53
-KhvewMZu0gtNqBG-4Xl,514121306,True,ndamji,IFF6xjiYRRRj8WSWiurE9Zp19Wt1,2017-04-17 07:28:26
-Khvh8wtrEQ_5YCmK9h3,514121886,False,ndamji,IFF6xjiYRRRj8WSWiurE9Zp19Wt1,2017-04-17 07:38:06
-Khvi03qX8pYbRpvGUhF,514122111,True,ndamji,IFF6xjiYRRRj8WSWiurE9Zp19Wt1,2017-04-17 07:41:51
-KhvlcXj_ygUQsT5u7k-,514123059,False,ndamji,IFF6xjiYRRRj8WSWiurE9Zp19Wt1,2017-04-17 07:57:39
-Khvle0eZhMx_UJEYQai,514123066,True,ndamji,IFF6xjiYRRRj8WSWiurE9Zp19Wt1,2017-04-17 07:57:46
-Khvmmi0HIcARAshGXRy,514123363,False,ndamji,IFF6xjiYRRRj8WSWiurE9Zp19Wt1,2017-04-17 08:02:43
-KhxesD3eFrIJo7p8jNV,514154842,True,ndamji,IFF6xjiYRRRj8WSWiurE9Zp19Wt1,2017-04-17 16:47:22
-Khxjei6eMc5WAeDoSyn,514156098,False,ndamji,IFF6xjiYRRRj8WSWiurE9Zp19Wt1,2017-04-17 17:08:18
-KhxlF5ezvpvfdSXQZ7x,514156513,True,ndamji,IFF6xjiYRRRj8WSWiurE9Zp19Wt1,2017-04-17 17:15:13
-KhxpJt3kHj6SVnUyAFM,514157581,False,ndamji,IFF6xjiYRRRj8WSWiurE9Zp19Wt1,2017-04-17 17:33:01
-KhxpaKr5SWTp1F1mzje,514157653,True,ndamji,IFF6xjiYRRRj8WSWiurE9Zp19Wt1,2017-04-17 17:34:13
-Khxq2JPPNxAkEPWx4k1,514157772,False,ndamji,IFF6xjiYRRRj8WSWiurE9Zp19Wt1,2017-04-17 17:36:12
-Ki-a8RHYDbULKrp1A6g,514203934,True,ndamji,IFF6xjiYRRRj8WSWiurE9Zp19Wt1,2017-04-18 06:25:34
-Ki-jAn7WrZZKUnGAKqH,514206303,False,ndamji,IFF6xjiYRRRj8WSWiurE9Zp19Wt1,2017-04-18 07:05:03
-Ki-nfl16dt5tfhzu92h,514207483,False,ndamji,IFF6xjiYRRRj8WSWiurE9Zp19Wt1,2017-04-18 07:24:43
-Ki12AzKoZWPbF8pRAWr,514228325,False,ndamji,IFF6xjiYRRRj8WSWiurE9Zp19Wt1,2017-04-18 13:12:05
-Ki12CRzosyC5h7EuLSr,514228331,False,ndamji,IFF6xjiYRRRj8WSWiurE9Zp19Wt1,2017-04-18 13:12:11
-Ki14TT0AWh6KxofM207,514228925,True,ndamji,IFF6xjiYRRRj8WSWiurE9Zp19Wt1,2017-04-18 13:22:05
-Ki1AQmHqV47a5LFPhJZ,514230487,True,ndamji,IFF6xjiYRRRj8WSWiurE9Zp19Wt1,2017-04-18 13:48:07
-Ki1AYp25YKUNIIeNqpN,514230519,False,ndamji,IFF6xjiYRRRj8WSWiurE9Zp19Wt1,2017-04-18 13:48:39
-Ki1f58Svn6dN4B4zQtU,514238786,True,ndamji,IFF6xjiYRRRj8WSWiurE9Zp19Wt1,2017-04-18 16:06:26
-Ki1y4__Fwbs7O7urjZS,514243765,True,ndamji,IFF6xjiYRRRj8WSWiurE9Zp19Wt1,2017-04-18 17:29:25
-Ki1yYID6Njh1mCPXuEm,514243886,False,ndamji,IFF6xjiYRRRj8WSWiurE9Zp19Wt1,2017-04-18 17:31:26
-Ki20rUHaomiX7pN0fCp,514244756,True,ndamji,IFF6xjiYRRRj8WSWiurE9Zp19Wt1,2017-04-18 17:45:56
-Ki22qxA4AEPHleOtkXZ,514245277,False,ndamji,IFF6xjiYRRRj8WSWiurE9Zp19Wt1,2017-04-18 17:54:37
-Ki4qAdaGw6RJXN8g_FA,514292020,True,ndamji,IFF6xjiYRRRj8WSWiurE9Zp19Wt1,2017-04-19 06:53:40
-Ki4qFJlCI_hmbgmF9tK,514292026,True,ndamji,IFF6xjiYRRRj8WSWiurE9Zp19Wt1,2017-04-19 06:53:46
